course_code,department_code,department_name,course_number,course_name,course_description,min_credits,max_credits,academic_year,terms
PH 1121,PH,Physics,1121,Principles Of Physics-Electricity And Magnetism,"Cat. I An introduction to electricity and magnetism, at a somewhat higher mathematical level than PH 1120. Topics include: Coulomb’s Law, electric fields and potentials, capacitance, electric current and resistance, magnetism, and electromagnetic induction. Recommended background: working knowledge of material covered in PH 1111 and concurrent study of MA 1024 (or higher). Students concurrently taking MA 1022 or MA 1023 are advised to take PH 1120. Students may not receive credit for both PH 1121 and PH 1120 .",3.0,3.0,2021 - 2022 Academic Year,"B,D"
PH 1130,PH,Physics,1130,Modern Physics,"Cat. IAn introduction to the pivotal ideas and developments of twentieth-centuryphysics.Topics include: special relativity, photoelectric effect, X-rays, Comptonscattering, blackbody radiation, DeBroglie waves, uncertainty principle, Bohrtheory of the atom, atomic nuclei, radioactivity, and elementary particles.Recommended background: familiarity with material covered in PH 1110 andPH 1120 (or PH 1111 and PH 1121) and completion of MA 1021 and MA 1022.",3.0,3.0,2021 - 2022 Academic Year,"A,C"
PH 1140,PH,Physics,1140,"Oscillations, And Waves","Cat. IAn introduction to oscillating systems and waves.Topics include: free, clamped forced, and coupled oscillations of physicalsystems, traveling waves and wave packets, reflection, and interferencephenomena.Recommended background: working knowledge of the material covered inPH 1110 and PH 1120 (or PH 1111 and PH 1121) and completion ofMA 1021, MA 1022 and MA 1023.",3.0,3.0,2021 - 2022 Academic Year,"B,D"
PH 115X,PH,Physics,115X,Introductory Physics Of Living Systems,"This course introduces a selection of physics topics (Thermodynamics, Optics, Fluid Dynamics, Waves, and Atomic and Nuclear Physics) that are critical to students pursuing degrees in Life Sciences, Pre-Med, and Pre-Health. Recommended Background: General Physics - Mechanics (PH1110) or Principles of Physics - Mechanics (PH1111), General Physics Electricity and Magnetism (PH1120) or Introductory Physics",3.0,3.0,2021 - 2022 Academic Year,D
PH 2101,PH,Physics,2101,Principles Of Thermodynamics,"Cat. I The course provides fundamental preparation for any specialized application of thermodynamics. The material covered includes a general description of large number systems, states, canonical state variables, state functions, response functions, and equations of state. Focus will be given to the physical meanings of free-energies, enthalpy, chemical potential, and entropy. Connections will be made to equilibrium states, reversible versus irreversible processes, phases and phase transformation, as well as the arrow of time as applied across disciplines. Recommended background: introductory mechanics and multi-variable calculus",3.0,3.0,2021 - 2022 Academic Year,C
PH 2201,PH,Physics,2201,Intermediate Mechanics I,"Cat. I This course emphasizes a systematic approach to the mathematical formulation of mechanics problems and to the physical interpretation of the mathematical solutions. Topics covered include: Newton’s laws of motion, kinematics and dynamics of a single particle, vector analysis, motion of particles, rigid body rotation about an axis. Recommended background: PH 1110, PH 1120, PH 1130, PH 1140, MA 1021, MA 1022, MA 1023, MA 1024 and concurrent registration in or completion of MA 2051.",3.0,3.0,2021 - 2022 Academic Year,"A,C"
PH 2202,PH,Physics,2202,Intermediate Mechanics II,"Cat. IThis course is a continuation of the treatment of mechanics started in PH 2201.Topics covered include: rigid-body dynamics, rotating coordinate systems,Newton’s law of gravitation, central-force problem, driven harmonic oscillator,an introduction to generalized coordinates, and the Lagrangian and Hamiltonianformulation of mechanics.",3.0,3.0,2021 - 2022 Academic Year,B
PH 2301,PH,Physics,2301,Electromagnetic Fields,"Cat. IIntroduction to the theory and application of electromagnetic fields, appropriateas a basis for further study in electromagnetism, optics, and solid-state physics.Topics: electric field produced by charge distributions, electrostatic potential,electrostatic energy, magnetic force and field produced by currents and bymagnetic dipoles, introduction to Maxwell’s equations and electromagnetic waves.Recommended background: introductory electricity and magnetism, vectoralgebra, integral theorems of vector calculus as covered in MA 2251.",3.0,3.0,2021 - 2022 Academic Year,A
PH 2502,PH,Physics,2502,Lasers,"Cat. IIAn introduction to the physical principles underlying lasers and their applications. Topics will include the coherent nature of laser light, optical cavities, beamoptics, atomic radiation, conditions for laser oscillation, optical amplifiers(including fiber amplifiers), pulsed lasers (Q switching and mode locking), laserexcitation (optical and electrical), and selected laser applications. Recommendedbackground is PH 1110, PH 1120, PH 1130 and PH 1140 (or their equivalents).This course will be offered in 2019-20, and in alternating years thereafter.",3.0,3.0,2021 - 2022 Academic Year,B
PH 2510,PH,Physics,2510,Atomic Force Microscopy,"Cat. II Atomic force microscopes (AFMs) are instruments that allow three-dimensional imaging of surfaces with nanometer resolution and are important enabling tools for nanoscience and technology. The student who successfully completes this course will understand the functional principles of AFMs, be able to run one, and interpret the data that are collected. Recommended background: PH 1110 and 1120. Suggested background: PH 1130 and PH 1140. This course will be offered in 2019-20, and in alternating years thereafter. Some sections of this course may be offered as Writing Intensive (WI).",3.0,3.0,2021 - 2022 Academic Year,C
PH 2520,PH,Physics,2520,Introduction To Astrophysics,"Cat. II A selective study of components of the universe (the solar system, stars, nebulae, galaxies) and of cosmology, based on astronomical observations analyzed and interpreted through the application of physical principles, and organized with the central purpose of presenting the latest understanding of the nature and evolution of the universe. Some topics to be covered include the Big Bang & Inflation; Stellar Behavior & Evolution; White Dwarfs, Neutron Stars, & Supernovae; Black Holes; Dark Matter & Dark Energy. Recommended background is PH 1110 (or PH 1111), PH 1120 (or PH 1121), and especially PH 1130. Suggested background: PH 1140. This course will be offered in 2019-20, and in alternating years thereafter.",3.0,3.0,2021 - 2022 Academic Year,C
PH 2550,PH,Physics,2550,Atmospheric And Space Environments,"Cat I This course introduces the ambient atmospheric and space environments encountered by aerospace vehicles. Topics include: the sun and solar activity; the solar wind; planetary magnetospheres; planetary atmospheres; radiation environments; galactic cosmic rays; meteoroids; and space debris. Recommended background: mechanics (PH1110 / 1111 or equivalent), electromagnetism (PH 1120 / 1121 or equivalent), and ordinary differential equations (MA 2051 or equivalent).",3.0,3.0,2021 - 2022 Academic Year,D
